Time,value,signal
2026-01-21 20:54:20.340426+00:00,21690,accx
2026-01-21 20:54:21.340426+00:00,21691,accx
2026-01-21 20:54:22.340426+00:00,21692,accx
2026-01-21 20:54:23.340426+00:00,21693,accx
2026-01-21 20:54:24.340426+00:00,21694,accx
2026-01-21 20:54:25.340426+00:00,21695,accx
2026-01-21 20:54:26.340426+00:00,21696,accx
2026-01-21 20:54:27.340426+00:00,21697,accx
2026-01-21 20:54:28.340426+00:00,21698,accx
2026-01-21 20:54:29.340426+00:00,21699,accx
2026-01-21 20:54:30.340426+00:00,21700,accx
2026-01-21 20:54:31.340426+00:00,21701,accx
2026-01-21 20:54:32.340426+00:00,21702,accx
2026-01-21 20:54:33.340426+00:00,21703,accx
2026-01-21 20:54:34.340426+00:00,21704,accx
2026-01-21 20:54:35.340426+00:00,21705,accx
2026-01-21 20:54:36.340426+00:00,21706,accx
2026-01-21 20:54:37.340426+00:00,21707,accx
2026-01-21 20:54:38.340426+00:00,21708,accx
2026-01-21 20:54:39.340426+00:00,21709,accx
2026-01-21 20:54:40.340426+00:00,21710,accx
2026-01-21 20:54:41.340426+00:00,21711,accx
2026-01-21 20:54:42.340426+00:00,21712,accx
2026-01-21 20:54:43.340426+00:00,21713,accx
2026-01-21 20:54:44.340426+00:00,21714,accx
2026-01-21 20:54:45.340426+00:00,21715,accx
2026-01-21 20:54:46.340426+00:00,21716,accx
2026-01-21 20:54:47.340426+00:00,21717,accx
2026-01-21 20:54:48.340426+00:00,21718,accx
2026-01-21 20:54:49.340426+00:00,21719,accx
2026-01-21 20:54:50.340426+00:00,21720,accx
2026-01-21 20:54:51.340426+00:00,21721,accx
2026-01-21 20:54:52.340426+00:00,21722,accx
2026-01-21 20:54:53.340426+00:00,21723,accx
2026-01-21 20:54:54.340426+00:00,21724,accx
2026-01-21 20:54:55.340426+00:00,21725,accx
2026-01-21 20:54:56.340426+00:00,21726,accx
2026-01-21 20:54:57.340426+00:00,21727,accx
2026-01-21 20:54:58.340426+00:00,21728,accx
2026-01-21 20:54:59.340426+00:00,21729,accx
2026-01-21 20:55:00.340426+00:00,21730,accx
2026-01-21 20:55:01.340426+00:00,21731,accx
2026-01-21 20:55:02.340426+00:00,21732,accx
2026-01-21 20:55:03.340426+00:00,21733,accx
2026-01-21 20:55:04.340426+00:00,21734,accx
2026-01-21 20:55:05.340426+00:00,21735,accx
2026-01-21 20:55:06.340426+00:00,21736,accx
2026-01-21 20:55:07.340426+00:00,21737,accx
2026-01-21 20:55:08.340426+00:00,21738,accx
2026-01-21 20:55:09.340426+00:00,21739,accx
2026-01-21 20:55:10.340426+00:00,21740,accx
2026-01-21 20:55:11.340426+00:00,21741,accx
2026-01-21 20:55:12.340426+00:00,21742,accx
2026-01-21 20:55:13.340426+00:00,21743,accx
2026-01-21 20:55:14.340426+00:00,21744,accx
2026-01-21 20:55:15.340426+00:00,21745,accx
2026-01-21 20:55:16.340426+00:00,21746,accx
2026-01-21 20:55:17.340426+00:00,21747,accx
2026-01-21 20:55:18.340426+00:00,21748,accx
2026-01-21 20:55:19.340426+00:00,21749,accx
2026-01-21 20:55:20.340426+00:00,21750,accx
2026-01-21 20:55:21.340426+00:00,21751,accx
2026-01-21 20:55:22.340426+00:00,21752,accx
2026-01-21 20:55:23.340426+00:00,21753,accx
2026-01-21 20:55:24.340426+00:00,21754,accx
2026-01-21 20:55:25.340426+00:00,21755,accx
2026-01-21 20:55:26.340426+00:00,21756,accx
2026-01-21 20:55:27.340426+00:00,21757,accx
2026-01-21 20:55:28.340426+00:00,21758,accx
2026-01-21 20:55:29.340426+00:00,21759,accx
2026-01-21 20:55:30.340426+00:00,21760,accx
2026-01-21 20:55:31.340426+00:00,21761,accx
2026-01-21 20:55:32.340426+00:00,21762,accx
2026-01-21 20:55:33.340426+00:00,21763,accx
2026-01-21 20:55:34.340426+00:00,21764,accx
2026-01-21 20:55:35.340426+00:00,21765,accx
2026-01-21 20:55:36.340426+00:00,21766,accx
2026-01-21 20:55:37.340426+00:00,21767,accx
2026-01-21 20:55:38.340426+00:00,21768,accx
2026-01-21 20:55:39.340426+00:00,21769,accx
2026-01-21 20:55:40.340426+00:00,21770,accx
2026-01-21 20:55:41.340426+00:00,21771,accx
2026-01-21 20:55:42.340426+00:00,21772,accx
2026-01-21 20:55:43.340426+00:00,21773,accx
2026-01-21 20:55:44.340426+00:00,21774,accx
2026-01-21 20:55:45.340426+00:00,21775,accx
2026-01-21 20:55:46.340426+00:00,21776,accx
2026-01-21 20:55:47.340426+00:00,21777,accx
2026-01-21 20:55:48.340426+00:00,21778,accx
2026-01-21 20:55:49.340426+00:00,21779,accx
2026-01-21 20:55:50.340426+00:00,21780,accx
2026-01-21 20:55:51.340426+00:00,21781,accx
2026-01-21 20:55:52.340426+00:00,21782,accx
2026-01-21 20:55:53.340426+00:00,21783,accx
2026-01-21 20:55:54.340426+00:00,21784,accx
2026-01-21 20:55:55.340426+00:00,21785,accx
2026-01-21 20:55:56.340426+00:00,21786,accx
2026-01-21 20:55:57.340426+00:00,21787,accx
2026-01-21 20:55:58.340426+00:00,21788,accx
2026-01-21 20:55:59.340426+00:00,21789,accx
2026-01-21 20:56:00.340426+00:00,21790,accx
2026-01-21 20:56:01.340426+00:00,21791,accx
2026-01-21 20:56:02.340426+00:00,21792,accx
2026-01-21 20:56:03.340426+00:00,21793,accx
2026-01-21 20:56:04.340426+00:00,21794,accx
2026-01-21 20:56:05.340426+00:00,21795,accx
2026-01-21 20:56:06.340426+00:00,21796,accx
2026-01-21 20:56:07.340426+00:00,21797,accx
2026-01-21 20:56:08.340426+00:00,21798,accx
2026-01-21 20:56:09.340426+00:00,21799,accx
2026-01-21 20:56:10.340426+00:00,21800,accx
2026-01-21 20:56:11.340426+00:00,21801,accx
2026-01-21 20:56:12.340426+00:00,21802,accx
2026-01-21 20:56:13.340426+00:00,21803,accx
2026-01-21 20:56:14.340426+00:00,21804,accx
2026-01-21 20:56:15.340426+00:00,21805,accx
2026-01-21 20:56:16.340426+00:00,21806,accx
2026-01-21 20:56:17.340426+00:00,21807,accx
2026-01-21 20:56:18.340426+00:00,21808,accx
2026-01-21 20:56:19.340426+00:00,21809,accx
2026-01-21 20:56:20.340426+00:00,21810,accx
2026-01-21 20:56:21.340426+00:00,21811,accx
2026-01-21 20:56:22.340426+00:00,21812,accx
2026-01-21 20:56:23.340426+00:00,21813,accx
2026-01-21 20:56:24.340426+00:00,21814,accx
2026-01-21 20:56:25.340426+00:00,21815,accx
2026-01-21 20:56:26.340426+00:00,21816,accx
2026-01-21 20:56:27.340426+00:00,21817,accx
2026-01-21 20:56:28.340426+00:00,21818,accx
2026-01-21 20:56:29.340426+00:00,21819,accx
2026-01-21 20:56:30.340426+00:00,21820,accx
2026-01-21 20:56:31.340426+00:00,21821,accx
2026-01-21 20:56:32.340426+00:00,21822,accx
2026-01-21 20:56:33.340426+00:00,21823,accx
2026-01-21 20:56:34.340426+00:00,21824,accx
2026-01-21 20:56:35.340426+00:00,21825,accx
2026-01-21 20:56:36.340426+00:00,21826,accx
2026-01-21 20:56:37.340426+00:00,21827,accx
2026-01-21 20:56:38.340426+00:00,21828,accx
2026-01-21 20:56:39.340426+00:00,21829,accx
2026-01-21 20:56:40.340426+00:00,21830,accx
2026-01-21 20:56:41.340426+00:00,21831,accx
2026-01-21 20:56:42.340426+00:00,21832,accx
2026-01-21 20:56:43.340426+00:00,21833,accx
2026-01-21 20:56:44.340426+00:00,21834,accx
2026-01-21 20:56:45.340426+00:00,21835,accx
2026-01-21 20:56:46.340426+00:00,21836,accx
2026-01-21 20:56:47.340426+00:00,21837,accx
2026-01-21 20:56:48.340426+00:00,21838,accx
2026-01-21 20:56:49.340426+00:00,21839,accx
2026-01-21 20:56:50.340426+00:00,21840,accx
2026-01-21 20:56:51.340426+00:00,21841,accx
2026-01-21 20:56:52.340426+00:00,21842,accx
2026-01-21 20:56:53.340426+00:00,21843,accx
2026-01-21 20:56:54.340426+00:00,21844,accx
2026-01-21 20:56:55.340426+00:00,21845,accx
2026-01-21 20:56:56.340426+00:00,21846,accx
2026-01-21 20:56:57.340426+00:00,21847,accx
2026-01-21 20:56:58.340426+00:00,21848,accx
2026-01-21 20:56:59.340426+00:00,21849,accx
2026-01-21 20:57:00.340426+00:00,21850,accx
2026-01-21 20:57:01.340426+00:00,21851,accx
2026-01-21 20:57:02.340426+00:00,21852,accx
2026-01-21 20:57:03.340426+00:00,21853,accx
2026-01-21 20:57:04.340426+00:00,21854,accx
2026-01-21 20:57:05.340426+00:00,21855,accx
2026-01-21 20:57:06.340426+00:00,21856,accx
2026-01-21 20:57:07.340426+00:00,21857,accx
2026-01-21 20:57:08.340426+00:00,21858,accx
2026-01-21 20:57:09.340426+00:00,21859,accx
2026-01-21 20:57:10.340426+00:00,21860,accx
2026-01-21 20:57:11.340426+00:00,21861,accx
2026-01-21 20:57:12.340426+00:00,21862,accx
2026-01-21 20:57:13.340426+00:00,21863,accx
2026-01-21 20:57:14.340426+00:00,21864,accx
2026-01-21 20:57:15.340426+00:00,21865,accx
2026-01-21 20:57:16.340426+00:00,21866,accx
2026-01-21 20:57:17.340426+00:00,21867,accx
2026-01-21 20:57:18.340426+00:00,21868,accx
2026-01-21 20:57:19.340426+00:00,21869,accx
2026-01-21 20:57:20.340426+00:00,21870,accx
2026-01-21 20:57:21.340426+00:00,21871,accx
2026-01-21 20:57:22.340426+00:00,21872,accx
2026-01-21 20:57:23.340426+00:00,21873,accx
2026-01-21 20:57:24.340426+00:00,21874,accx
2026-01-21 20:57:25.340426+00:00,21875,accx
2026-01-21 20:57:26.340426+00:00,21876,accx
2026-01-21 20:57:27.340426+00:00,21877,accx
2026-01-21 20:57:28.340426+00:00,21878,accx
2026-01-21 20:57:29.340426+00:00,21879,accx
2026-01-21 20:57:30.340426+00:00,21880,accx
2026-01-21 20:57:31.340426+00:00,21881,accx
2026-01-21 20:57:32.340426+00:00,21882,accx
2026-01-21 20:57:33.340426+00:00,21883,accx
2026-01-21 20:57:34.340426+00:00,21884,accx
2026-01-21 20:57:35.340426+00:00,21885,accx
2026-01-21 20:57:36.340426+00:00,21886,accx
2026-01-21 20:57:37.340426+00:00,21887,accx
2026-01-21 20:57:38.340426+00:00,21888,accx
2026-01-21 20:57:39.340426+00:00,21889,accx
2026-01-21 20:57:40.340426+00:00,21890,accx
2026-01-21 20:57:41.340426+00:00,21891,accx
2026-01-21 20:57:42.340426+00:00,21892,accx
2026-01-21 20:57:43.340426+00:00,21893,accx
2026-01-21 20:57:44.340426+00:00,21894,accx
2026-01-21 20:57:45.340426+00:00,21895,accx
2026-01-21 20:57:46.340426+00:00,21896,accx
2026-01-21 20:57:47.340426+00:00,21897,accx
2026-01-21 20:57:48.340426+00:00,21898,accx
2026-01-21 20:57:49.340426+00:00,21899,accx
2026-01-21 20:57:50.340426+00:00,21900,accx
2026-01-21 20:57:51.340426+00:00,21901,accx
2026-01-21 20:57:52.340426+00:00,21902,accx
2026-01-21 20:57:53.340426+00:00,21903,accx
2026-01-21 20:57:54.340426+00:00,21904,accx
2026-01-21 20:57:55.340426+00:00,21905,accx
2026-01-21 20:57:56.340426+00:00,21906,accx
2026-01-21 20:57:57.340426+00:00,21907,accx
2026-01-21 20:57:58.340426+00:00,21908,accx
2026-01-21 20:57:59.340426+00:00,21909,accx
2026-01-21 20:58:00.340426+00:00,21910,accx
2026-01-21 20:58:01.340426+00:00,21911,accx
2026-01-21 20:58:02.340426+00:00,21912,accx
2026-01-21 20:58:03.340426+00:00,21913,accx
2026-01-21 20:58:04.340426+00:00,21914,accx
2026-01-21 20:58:05.340426+00:00,21915,accx
2026-01-21 20:58:06.340426+00:00,21916,accx
2026-01-21 20:58:07.340426+00:00,21917,accx
2026-01-21 20:58:08.340426+00:00,21918,accx
2026-01-21 20:58:09.340426+00:00,21919,accx
2026-01-21 20:58:10.340426+00:00,21920,accx
2026-01-21 20:58:11.340426+00:00,21921,accx
2026-01-21 20:58:12.340426+00:00,21922,accx
2026-01-21 20:58:13.340426+00:00,21923,accx
2026-01-21 20:58:14.340426+00:00,21924,accx
2026-01-21 20:58:15.340426+00:00,21925,accx
2026-01-21 20:58:16.340426+00:00,21926,accx
2026-01-21 20:58:17.340426+00:00,21927,accx
2026-01-21 20:58:18.340426+00:00,21928,accx
2026-01-21 20:58:19.340426+00:00,21929,accx
2026-01-21 20:58:20.340426+00:00,21930,accx
2026-01-21 20:58:21.340426+00:00,21931,accx
2026-01-21 20:58:22.340426+00:00,21932,accx
2026-01-21 20:58:23.340426+00:00,21933,accx
2026-01-21 20:58:24.340426+00:00,21934,accx
2026-01-21 20:58:25.340426+00:00,21935,accx
2026-01-21 20:58:26.340426+00:00,21936,accx
2026-01-21 20:58:27.340426+00:00,21937,accx
2026-01-21 20:58:28.340426+00:00,21938,accx
2026-01-21 20:58:29.340426+00:00,21939,accx
2026-01-21 20:58:30.340426+00:00,21940,accx
2026-01-21 20:58:31.340426+00:00,21941,accx
2026-01-21 20:58:32.340426+00:00,21942,accx
2026-01-21 20:58:33.340426+00:00,21943,accx
2026-01-21 20:58:34.340426+00:00,21944,accx
2026-01-21 20:58:35.340426+00:00,21945,accx
2026-01-21 20:58:36.340426+00:00,21946,accx
2026-01-21 20:58:37.340426+00:00,21947,accx
2026-01-21 20:58:38.340426+00:00,21948,accx
2026-01-21 20:58:39.340426+00:00,21949,accx
2026-01-21 20:58:40.340426+00:00,21950,accx
2026-01-21 20:58:41.340426+00:00,21951,accx
2026-01-21 20:58:42.340426+00:00,21952,accx
2026-01-21 20:58:43.340426+00:00,21953,accx
2026-01-21 20:58:44.340426+00:00,21954,accx
2026-01-21 20:58:45.340426+00:00,21955,accx
2026-01-21 20:58:46.340426+00:00,21956,accx
2026-01-21 20:58:47.340426+00:00,21957,accx
2026-01-21 20:58:48.340426+00:00,21958,accx
2026-01-21 20:58:49.340426+00:00,21959,accx
2026-01-21 20:58:50.340426+00:00,21960,accx
2026-01-21 20:58:51.340426+00:00,21961,accx
2026-01-21 20:58:52.340426+00:00,21962,accx
2026-01-21 20:58:53.340426+00:00,21963,accx
2026-01-21 20:58:54.340426+00:00,21964,accx
2026-01-21 20:58:55.340426+00:00,21965,accx
2026-01-21 20:58:56.340426+00:00,21966,accx
2026-01-21 20:58:57.340426+00:00,21967,accx
2026-01-21 20:58:58.340426+00:00,21968,accx
2026-01-21 20:58:59.340426+00:00,21969,accx
2026-01-21 20:59:00.340426+00:00,21970,accx
2026-01-21 20:59:01.340426+00:00,21971,accx
2026-01-21 20:59:02.340426+00:00,21972,accx
2026-01-21 20:59:03.340426+00:00,21973,accx
2026-01-21 20:59:04.340426+00:00,21974,accx
2026-01-21 20:59:05.340426+00:00,21975,accx
2026-01-21 20:59:06.340426+00:00,21976,accx
2026-01-21 20:59:07.340426+00:00,21977,accx
2026-01-21 20:59:08.340426+00:00,21978,accx
2026-01-21 20:59:09.340426+00:00,21979,accx
2026-01-21 20:59:10.340426+00:00,21980,accx
2026-01-21 20:59:11.340426+00:00,21981,accx
2026-01-21 20:59:12.340426+00:00,21982,accx
2026-01-21 20:59:13.340426+00:00,21983,accx
2026-01-21 20:59:14.340426+00:00,21984,accx
2026-01-21 20:59:15.340426+00:00,21985,accx
2026-01-21 20:59:16.340426+00:00,21986,accx
2026-01-21 20:59:17.340426+00:00,21987,accx
2026-01-21 20:59:18.340426+00:00,21988,accx
2026-01-21 20:59:19.340426+00:00,21989,accx
2026-01-21 20:59:20.340426+00:00,21990,accx
2026-01-21 20:59:21.340426+00:00,21991,accx
2026-01-21 20:59:22.340426+00:00,21992,accx
2026-01-21 20:59:23.340426+00:00,21993,accx
2026-01-21 20:59:24.340426+00:00,21994,accx
2026-01-21 20:59:25.340426+00:00,21995,accx
2026-01-21 20:59:26.340426+00:00,21996,accx
2026-01-21 20:59:27.340426+00:00,21997,accx
2026-01-21 20:59:28.340426+00:00,21998,accx
2026-01-21 20:59:29.340426+00:00,21999,accx
2026-01-21 20:59:30.340426+00:00,22000,accx
2026-01-21 20:59:31.340426+00:00,22001,accx
2026-01-21 20:59:32.340426+00:00,22002,accx
2026-01-21 20:59:33.340426+00:00,22003,accx
2026-01-21 20:59:34.340426+00:00,22004,accx
2026-01-21 20:59:35.340426+00:00,22005,accx
2026-01-21 20:59:36.340426+00:00,22006,accx
2026-01-21 20:59:37.340426+00:00,22007,accx
2026-01-21 20:59:38.340426+00:00,22008,accx
2026-01-21 20:59:39.340426+00:00,22009,accx
2026-01-21 20:59:40.340426+00:00,22010,accx
2026-01-21 20:59:41.340426+00:00,22011,accx
2026-01-21 20:59:42.340426+00:00,22012,accx
2026-01-21 20:59:43.340426+00:00,22013,accx
2026-01-21 20:59:44.340426+00:00,22014,accx
2026-01-21 20:59:45.340426+00:00,22015,accx
2026-01-21 20:59:46.340426+00:00,22016,accx
2026-01-21 20:59:47.340426+00:00,22017,accx
2026-01-21 20:59:48.340426+00:00,22018,accx
2026-01-21 20:59:49.340426+00:00,22019,accx
2026-01-21 20:59:50.340426+00:00,22020,accx
2026-01-21 20:59:51.340426+00:00,22021,accx
2026-01-21 20:59:52.340426+00:00,22022,accx
2026-01-21 20:59:53.340426+00:00,22023,accx
2026-01-21 20:59:54.340426+00:00,22024,accx
2026-01-21 20:59:55.340426+00:00,22025,accx
2026-01-21 20:59:56.340426+00:00,22026,accx
2026-01-21 20:59:57.340426+00:00,22027,accx
2026-01-21 20:59:58.340426+00:00,22028,accx
2026-01-21 20:59:59.340426+00:00,22029,accx
2026-01-21 21:00:00.340426+00:00,22030,accx
2026-01-21 21:00:01.340426+00:00,22031,accx
2026-01-21 21:00:02.340426+00:00,22032,accx
2026-01-21 21:00:03.340426+00:00,22033,accx
2026-01-21 21:00:04.340426+00:00,22034,accx
2026-01-21 21:00:05.340426+00:00,22035,accx
2026-01-21 21:00:06.340426+00:00,22036,accx
2026-01-21 21:00:07.340426+00:00,22037,accx
2026-01-21 21:00:08.340426+00:00,22038,accx
2026-01-21 21:00:09.340426+00:00,22039,accx
2026-01-21 21:00:10.340426+00:00,22040,accx
2026-01-21 21:00:11.340426+00:00,22041,accx
2026-01-21 21:00:12.340426+00:00,22042,accx
2026-01-21 21:00:13.340426+00:00,22043,accx
2026-01-21 21:00:14.340426+00:00,22044,accx
2026-01-21 21:00:15.340426+00:00,22045,accx
2026-01-21 21:00:16.340426+00:00,22046,accx
2026-01-21 21:00:17.340426+00:00,22047,accx
2026-01-21 21:00:18.340426+00:00,22048,accx
2026-01-21 21:00:19.340426+00:00,22049,accx
2026-01-21 21:00:20.340426+00:00,22050,accx
2026-01-21 21:00:21.340426+00:00,22051,accx
2026-01-21 21:00:22.340426+00:00,22052,accx
2026-01-21 21:00:23.340426+00:00,22053,accx
2026-01-21 21:00:24.340426+00:00,22054,accx
2026-01-21 21:00:25.340426+00:00,22055,accx
2026-01-21 21:00:26.340426+00:00,22056,accx
2026-01-21 21:00:27.340426+00:00,22057,accx
2026-01-21 21:00:28.340426+00:00,22058,accx
2026-01-21 21:00:29.340426+00:00,22059,accx
2026-01-21 21:00:30.340426+00:00,22060,accx
2026-01-21 21:00:31.340426+00:00,22061,accx
2026-01-21 21:00:32.340426+00:00,22062,accx
2026-01-21 21:00:33.340426+00:00,22063,accx
2026-01-21 21:00:34.340426+00:00,22064,accx
2026-01-21 21:00:35.340426+00:00,22065,accx
2026-01-21 21:00:36.340426+00:00,22066,accx
2026-01-21 21:00:37.340426+00:00,22067,accx
2026-01-21 21:00:38.340426+00:00,22068,accx
2026-01-21 21:00:39.340426+00:00,22069,accx
2026-01-21 21:00:40.340426+00:00,22070,accx
2026-01-21 21:00:41.340426+00:00,22071,accx
2026-01-21 21:00:42.340426+00:00,22072,accx
2026-01-21 21:00:43.340426+00:00,22073,accx
2026-01-21 21:00:44.340426+00:00,22074,accx
2026-01-21 21:00:45.340426+00:00,22075,accx
2026-01-21 21:00:46.340426+00:00,22076,accx
2026-01-21 21:00:47.340426+00:00,22077,accx
2026-01-21 21:00:48.340426+00:00,22078,accx
2026-01-21 21:00:49.340426+00:00,22079,accx
2026-01-21 21:00:50.340426+00:00,22080,accx
2026-01-21 21:00:51.340426+00:00,22081,accx
2026-01-21 21:00:52.340426+00:00,22082,accx
2026-01-21 21:00:53.340426+00:00,22083,accx
2026-01-21 21:00:54.340426+00:00,22084,accx
2026-01-21 21:00:55.340426+00:00,22085,accx
2026-01-21 21:00:56.340426+00:00,22086,accx
2026-01-21 21:00:57.340426+00:00,22087,accx
2026-01-21 21:00:58.340426+00:00,22088,accx
2026-01-21 21:00:59.340426+00:00,22089,accx
2026-01-21 21:01:00.340426+00:00,22090,accx
2026-01-21 21:01:01.340426+00:00,22091,accx
2026-01-21 21:01:02.340426+00:00,22092,accx
2026-01-21 21:01:03.340426+00:00,22093,accx
2026-01-21 21:01:04.340426+00:00,22094,accx
2026-01-21 21:01:05.340426+00:00,22095,accx
2026-01-21 21:01:06.340426+00:00,22096,accx
2026-01-21 21:01:07.340426+00:00,22097,accx
2026-01-21 21:01:08.340426+00:00,22098,accx
2026-01-21 21:01:09.340426+00:00,22099,accx
2026-01-21 21:01:10.340426+00:00,22100,accx
2026-01-21 21:01:11.340426+00:00,22101,accx
2026-01-21 21:01:12.340426+00:00,22102,accx
2026-01-21 21:01:13.340426+00:00,22103,accx
2026-01-21 21:01:14.340426+00:00,22104,accx
2026-01-21 21:01:15.340426+00:00,22105,accx
2026-01-21 21:01:16.340426+00:00,22106,accx
2026-01-21 21:01:17.340426+00:00,22107,accx
2026-01-21 21:01:18.340426+00:00,22108,accx
2026-01-21 21:01:19.340426+00:00,22109,accx
2026-01-21 21:01:20.340426+00:00,22110,accx
2026-01-21 21:01:21.340426+00:00,22111,accx
2026-01-21 21:01:22.340426+00:00,22112,accx
2026-01-21 21:01:23.340426+00:00,22113,accx
2026-01-21 21:01:24.340426+00:00,22114,accx
2026-01-21 21:01:25.340426+00:00,22115,accx
2026-01-21 21:01:26.340426+00:00,22116,accx
2026-01-21 21:01:27.340426+00:00,22117,accx
2026-01-21 21:01:28.340426+00:00,22118,accx
2026-01-21 21:01:29.340426+00:00,22119,accx
2026-01-21 21:01:30.340426+00:00,22120,accx
2026-01-21 21:01:31.340426+00:00,22121,accx
2026-01-21 21:01:32.340426+00:00,22122,accx
2026-01-21 21:01:33.340426+00:00,22123,accx
2026-01-21 21:01:34.340426+00:00,22124,accx
2026-01-21 21:01:35.340426+00:00,22125,accx
2026-01-21 21:01:36.340426+00:00,22126,accx
2026-01-21 21:01:37.340426+00:00,22127,accx
2026-01-21 21:01:38.340426+00:00,22128,accx
2026-01-21 21:01:39.340426+00:00,22129,accx
2026-01-21 21:01:40.340426+00:00,22130,accx
2026-01-21 21:01:41.340426+00:00,22131,accx
2026-01-21 21:01:42.340426+00:00,22132,accx
2026-01-21 21:01:43.340426+00:00,22133,accx
2026-01-21 21:01:44.340426+00:00,22134,accx
2026-01-21 21:01:45.340426+00:00,22135,accx
2026-01-21 21:01:46.340426+00:00,22136,accx
2026-01-21 21:01:47.340426+00:00,22137,accx
2026-01-21 21:01:48.340426+00:00,22138,accx
2026-01-21 21:01:49.340426+00:00,22139,accx
2026-01-21 21:01:50.340426+00:00,22140,accx
2026-01-21 21:01:51.340426+00:00,22141,accx
2026-01-21 21:01:52.340426+00:00,22142,accx
2026-01-21 21:01:53.340426+00:00,22143,accx
2026-01-21 21:01:54.340426+00:00,22144,accx
2026-01-21 21:01:55.340426+00:00,22145,accx
2026-01-21 21:01:56.340426+00:00,22146,accx
2026-01-21 21:01:57.340426+00:00,22147,accx
2026-01-21 21:01:58.340426+00:00,22148,accx
2026-01-21 21:01:59.340426+00:00,22149,accx
2026-01-21 21:02:00.340426+00:00,22150,accx
2026-01-21 21:02:01.340426+00:00,22151,accx
2026-01-21 21:02:02.340426+00:00,22152,accx
2026-01-21 21:02:03.340426+00:00,22153,accx
2026-01-21 21:02:04.340426+00:00,22154,accx
2026-01-21 21:02:05.340426+00:00,22155,accx
2026-01-21 21:02:06.340426+00:00,22156,accx
2026-01-21 21:02:07.340426+00:00,22157,accx
2026-01-21 21:02:08.340426+00:00,22158,accx
2026-01-21 21:02:09.340426+00:00,22159,accx
2026-01-21 21:02:10.340426+00:00,22160,accx
2026-01-21 21:02:11.340426+00:00,22161,accx
2026-01-21 21:02:12.340426+00:00,22162,accx
2026-01-21 21:02:13.340426+00:00,22163,accx
2026-01-21 21:02:14.340426+00:00,22164,accx
2026-01-21 21:02:15.340426+00:00,22165,accx
2026-01-21 21:02:16.340426+00:00,22166,accx
2026-01-21 21:02:17.340426+00:00,22167,accx
2026-01-21 21:02:18.340426+00:00,22168,accx
2026-01-21 21:02:19.340426+00:00,22169,accx
2026-01-21 21:02:20.340426+00:00,22170,accx
2026-01-21 21:02:21.340426+00:00,22171,accx
2026-01-21 21:02:22.340426+00:00,22172,accx
2026-01-21 21:02:23.340426+00:00,22173,accx
2026-01-21 21:02:24.340426+00:00,22174,accx
2026-01-21 21:02:25.340426+00:00,22175,accx
2026-01-21 21:02:26.340426+00:00,22176,accx
2026-01-21 21:02:27.340426+00:00,22177,accx
2026-01-21 21:02:28.340426+00:00,22178,accx
2026-01-21 21:02:29.340426+00:00,22179,accx
2026-01-21 21:02:30.340426+00:00,22180,accx
2026-01-21 21:02:31.340426+00:00,22181,accx
2026-01-21 21:02:32.340426+00:00,22182,accx
2026-01-21 21:02:33.340426+00:00,22183,accx
2026-01-21 21:02:34.340426+00:00,22184,accx
2026-01-21 21:02:35.340426+00:00,22185,accx
2026-01-21 21:02:36.340426+00:00,22186,accx
2026-01-21 21:02:37.340426+00:00,22187,accx
2026-01-21 21:02:38.340426+00:00,22188,accx
2026-01-21 21:02:39.340426+00:00,22189,accx
2026-01-21 21:02:40.340426+00:00,22190,accx
2026-01-21 21:02:41.340426+00:00,22191,accx
2026-01-21 21:02:42.340426+00:00,22192,accx
2026-01-21 21:02:43.340426+00:00,22193,accx
2026-01-21 21:02:44.340426+00:00,22194,accx
2026-01-21 21:02:45.340426+00:00,22195,accx
2026-01-21 21:02:46.340426+00:00,22196,accx
2026-01-21 21:02:47.340426+00:00,22197,accx
2026-01-21 21:02:48.340426+00:00,22198,accx
2026-01-21 21:02:49.340426+00:00,22199,accx
2026-01-21 21:02:50.340426+00:00,22200,accx
2026-01-21 21:02:51.340426+00:00,22201,accx
2026-01-21 21:02:52.340426+00:00,22202,accx
2026-01-21 21:02:53.340426+00:00,22203,accx
2026-01-21 21:02:54.340426+00:00,22204,accx
2026-01-21 21:02:55.340426+00:00,22205,accx
2026-01-21 21:02:56.340426+00:00,22206,accx
2026-01-21 21:02:57.340426+00:00,22207,accx
2026-01-21 21:02:58.340426+00:00,22208,accx
2026-01-21 21:02:59.340426+00:00,22209,accx
2026-01-21 21:03:00.340426+00:00,22210,accx
2026-01-21 21:03:01.340426+00:00,22211,accx
2026-01-21 21:03:02.340426+00:00,22212,accx
2026-01-21 21:03:03.340426+00:00,22213,accx
2026-01-21 21:03:04.340426+00:00,22214,accx
2026-01-21 21:03:05.340426+00:00,22215,accx
2026-01-21 21:03:06.340426+00:00,22216,accx
2026-01-21 21:03:07.340426+00:00,22217,accx
2026-01-21 21:03:08.340426+00:00,22218,accx
2026-01-21 21:03:09.340426+00:00,22219,accx
2026-01-21 21:03:10.340426+00:00,22220,accx
2026-01-21 21:03:11.340426+00:00,22221,accx
2026-01-21 21:03:12.340426+00:00,22222,accx
2026-01-21 21:03:13.340426+00:00,22223,accx
2026-01-21 21:03:14.340426+00:00,22224,accx
2026-01-21 21:03:15.340426+00:00,22225,accx
2026-01-21 21:03:16.340426+00:00,22226,accx
2026-01-21 21:03:17.340426+00:00,22227,accx
